epoch,score,epsilon,time
93,28,0.39426472573657323,28.17832612991333
94,56,0.3831840603377077,29.931381940841675
95,85,0.36705242873902766,32.321218967437744
96,26,0.36212929599981525,33.082261085510254
97,52,0.3526565693883685,34.70580792427063
98,56,0.3427452859510691,36.387141942977905
99,88,0.3278238547824892,39.25399994850159
100,79,0.31496654684571196,41.784740924835205
101,54,0.3064208719242619,43.324532985687256
102,56,0.29780902579301577,45.16553711891174
103,73,0.28698879550442286,47.59012198448181
104,64,0.2778093389355908,49.45206809043884
105,107,0.26320193275867443,52.47390103340149
106,71,0.2538929038532652,54.64971399307251
107,106,0.240663371973718,57.72890591621399
108,57,0.23378266643365464,59.37880611419678
109,117,0.2203852503682037,62.84471011161804
110,177,0.2016139833235175,67.9974479675293
111,69,0.19467785028378104,69.97723293304443
112,70,0.18788635110509272,72.28828001022339
113,121,0.17676514896840412,75.80746793746948
114,75,0.17017247922512546,77.99592304229736
115,47,0.16613596251040097,79.32980012893677
116,53,0.16170921482609626,80.82622003555298
117,56,0.1571644367000449,82.42660593986511
118,90,0.15017199130833375,85.0008270740509
119,88,0.143634247031157,87.55054211616516
120,45,0.1403675536236792,88.83915591239929
121,58,0.1362861865826892,90.48525905609131
122,106,0.1291847575046257,93.54963803291321
123,64,0.125052729044126,95.74249911308289
124,108,0.11841813182816537,99.21217894554138
125,61,0.11480259619644825,101.0120849609375
126,191,0.10429152373446929,106.50622701644897
127,85,0.09990096417344076,109.24070596694946
128,160,0.09217225886342917,113.91544008255005
129,175,0.08440589101709293,118.90986704826355
130,285,0.0731565332128631,126.9881820678711
131,257,0.06430061368393508,134.29446601867676
132,499,0.05007423750770455,149.2073950767517
133,298,0.04311923852334082,158.00869011878967
134,336,0.03643125747237503,167.59404397010803
135,499,0.028370918018653664,182.50591611862183
136,295,0.024467056859020776,190.82645893096924
137,448,0.01954601542394237,204.27087092399597
138,499,0.015221500427332259,218.58749890327454
139,499,0.011853775321156711,232.9045910835266
140,499,0.009995187929535779,247.77332401275635
141,499,0.009995187929535779,262.553591966629
142,499,0.009995187929535779,277.68086194992065
143,499,0.009995187929535779,292.67059898376465
144,499,0.009995187929535779,307.0797789096832
145,499,0.009995187929535779,320.89508295059204
146,499,0.009995187929535779,334.3211131095886
