epoch,score,epsilon,time
1,13,0.9930227045625007,0.001352071762084961
2,9,0.9880687476628001,0.0027151107788085938
3,24,0.9757917101828801,0.009624004364013672
4,60,0.9464721295325524,0.0128631591796875
5,17,0.9379899865663176,0.01476597785949707
6,28,0.9244839107067314,0.017600059509277344
7,30,0.9102613637141588,0.020076990127563477
8,14,0.9034582461535571,0.021383047103881836
9,14,0.8967059737791716,0.02316594123840332
10,12,0.8908948386988933,0.024925947189331055
11,20,0.8815870670930053,0.027565956115722656
12,18,0.873249571233752,0.02944493293762207
13,25,0.8619679953434173,0.031794071197509766
14,30,0.8487072125673341,0.03558611869812012
15,11,0.8436289496477257,0.03842806816101074
16,9,0.8394202830818028,0.040856122970581055
17,57,0.8154207697995194,0.04855608940124512
18,37,0.8000702292615582,0.05456399917602539
19,21,0.7913155071470277,0.05887913703918457
20,22,0.7822652547803074,0.06174111366271973
21,18,0.7748670821368779,0.06455707550048828
22,15,0.7686913373395875,0.06696605682373047
23,31,0.7564871188021638,0.0719609260559082
24,12,0.7515846770181276,0.07446599006652832
25,26,0.7415039614581465,0.07798314094543457
26,33,0.7290018375418075,0.08393692970275879
27,22,0.7206642647962122,0.08971810340881348
28,14,0.7152781593208262,0.09198498725891113
29,14,0.7099323085571124,0.09447503089904785
30,10,0.7060374278015695,0.09700798988342285
31,32,0.6944805274662552,0.10120606422424316
32,26,0.6851657278523136,0.1061410903930664
33,16,0.6793650566630158,0.10951900482177734
34,20,0.6722672775427828,0.11340594291687012
35,28,0.6625873310844539,0.1198279857635498
36,47,0.6468706602745469,0.12936997413635254
37,17,0.6410735012775659,0.13423895835876465
38,12,0.6369190015627815,0.13645410537719727
39,58,0.6183997629378232,0.1485610008239746
40,30,0.6088861093342081,0.15807008743286133
41,13,0.604637731061594,0.8498039245605469
42,14,0.6001187854818283,1.2597730159759521
43,8,0.5974236457197061,1.5098509788513184
44,10,0.5941460179338273,1.8106341361999512
45,13,0.5900004856336893,2.1869990825653076
46,10,0.5867635833127822,2.4867939949035645
47,12,0.5829610409605233,2.846511125564575
48,21,0.5765820235561167,3.427809000015259
49,9,0.5737055913449342,3.6953959465026855
50,14,0.5694178266010056,4.0944061279296875
51,16,0.5645970869650778,4.555942058563232
52,11,0.561218804786256,4.879580020904541
53,11,0.5578607366516495,5.206339120864868
54,32,0.548729293075715,6.117234945297241
55,14,0.5446281963593743,6.533663034439087
56,10,0.5416402186953665,6.834563970565796
57,17,0.5367861193216151,7.325529098510742
58,10,0.533841165414337,7.626078128814697
59,10,0.5309123683211118,7.94062614440918
60,11,0.5277356395815845,8.306437969207764
61,9,0.5251028905005101,8.61301302909851
62,17,0.5203969962113582,9.112782955169678
63,10,0.5175419574684316,9.4443941116333
64,8,0.5152176711073241,9.709650993347168
65,13,0.511622845201388,10.137771129608154
66,13,0.5080531014578441,10.523169994354248
67,9,0.505518543933814,10.790169954299927
68,34,0.49674675337021873,11.723534107208252
69,15,0.492787647030023,12.156763076782227
70,26,0.48617807627494736,12.889976978302002
71,12,0.48302738189248823,13.241663932800293
72,12,0.4798971056974713,13.591670036315918
73,10,0.47726426031335195,13.906180143356323
74,13,0.4739342465673862,14.301891088485718
75,8,0.47180580289347307,14.546878099441528
76,25,0.46571050878033315,15.239854097366333
77,14,0.46222987841773855,15.644308090209961
78,15,0.45854587398317365,16.122678995132446
79,13,0.4553464639487468,16.516765117645264
80,12,0.4523955749308212,16.877089977264404
81,9,0.4501386797263858,17.15103793144226
82,8,0.44811710219282175,17.3989839553833
83,11,0.44543578120248345,17.725778102874756
84,9,0.4432136067733159,17.991415977478027
85,11,0.44056162598251486,18.320096015930176
86,13,0.43748769735960974,18.70338201522827
87,12,0.4346525427162186,19.07864499092102
88,15,0.4311883315744751,19.541526079177856
89,14,0.4279657132942797,19.951897144317627
90,10,0.42561777758174696,20.252126932144165
91,9,0.4234944705151525,20.52821111679077
92,10,0.421171065250444,20.834227085113525
93,11,0.41865097661233347,21.1682231426239
94,12,0.4159378940103167,21.525023937225342
95,13,0.41303577244015544,21.95716905593872
96,11,0.4105643615500444,22.334836959838867
97,11,0.40810773841488174,22.68987011909485
98,7,0.406478161360422,22.931432008743286
99,12,0.4038439651222799,23.418434143066406
100,9,0.4018292824889141,23.75574493408203
101,14,0.3988260880691159,24.16178798675537
102,8,0.3970349559230629,24.442568063735962
103,11,0.3946592863581097,24.819190979003906
104,9,0.3926904239285784,25.092227935791016
105,12,0.39014557961515944,25.506922960281372
106,9,0.3881992350077884,25.832786083221436
107,9,0.38626260025624704,26.154473066329956
108,9,0.3843356269203465,26.474344968795776
109,13,0.3816540037041667,26.879780054092407
110,11,0.3793703664893159,27.257241010665894
111,10,0.3772890379994693,27.571264028549194
112,9,0.37540683165676303,27.846776008605957
113,13,0.3727875072830383,28.263725996017456
114,17,0.3694466408865151,28.79556703567505
115,11,0.36723604676240884,29.170940160751343
116,10,0.3652212904341842,29.528552055358887
117,11,0.3630359788105761,29.882135152816772
118,16,0.3599624854098393,30.362576007843018
119,8,0.358345890111091,30.617128133773804
120,9,0.3565581866813116,30.893033027648926
121,10,0.3546020119829677,31.196176052093506
122,11,0.3524802411036743,31.529811143875122
123,10,0.35054643911827926,31.86357808113098
124,10,0.34862324649387155,32.1696081161499
125,8,0.3470575758360677,32.42264199256897
126,8,0.34549893662161524,32.68083214759827
127,12,0.34325991842667775,33.08164310455322
128,12,0.3410354102690975,33.460901975631714
129,10,0.3391643977226825,33.77826714515686
130,9,0.3374723862505265,34.062896966934204
131,11,0.33545311095733826,34.4048330783844
132,8,0.33394658751641176,34.657536029815674
133,11,0.3319484089367996,35.02900815010071
134,15,0.3293027569188988,35.50310802459717
135,9,0.327659942855098,35.784778118133545
136,9,0.3260253244045785,36.07150912284851
137,10,0.32423666125101125,36.38485312461853
138,9,0.32261912074789867,36.660974979400635
139,8,0.3211702348916586,36.91070294380188
140,9,0.31956799206900227,37.20226812362671
141,13,0.31733827177596835,37.60835313796997
142,11,0.3154394695098044,37.93814301490784
143,8,0.31402282754260447,38.18465614318848
144,8,0.3126125477293428,38.43271803855896
145,11,0.3107420219628232,38.75880694389343
146,9,0.30919180304370203,39.033628940582275
147,11,0.3073417453969737,39.373234033584595
148,13,0.30519733123906245,39.752326011657715
149,9,0.30367477347888705,40.02180004119873
150,11,0.3018577271301075,40.34966993331909
151,8,0.3005020809104362,40.594295024871826
152,14,0.2982561864177846,40.99910807609558
153,8,0.29691671475524006,41.242690086364746
154,11,0.29514010543647123,41.57197093963623
155,9,0.29366772081224507,41.8406240940094
156,9,0.2922026815688794,42.106327056884766
157,10,0.2905995785864645,42.41438698768616
158,13,0.28857197947265395,42.78888511657715
159,8,0.287275999685108,43.03291606903076
160,13,0.285271590163202,43.41044497489929
161,10,0.2837065130238225,43.709325075149536
162,14,0.28158614536048016,44.24953007698059
163,10,0.28004128756858576,44.5666389465332
164,9,0.2786442273982822,44.84531903266907
165,14,0.2765616942796198,45.25231409072876
166,10,0.2750444019859935,45.55294895172119
167,9,0.2736722701035277,45.821589946746826
168,12,0.2718987271855571,46.17498302459717
169,9,0.27054228833539584,46.45726799964905
170,9,0.26919261643987724,46.74066114425659
171,10,0.2677157529013846,47.05032801628113
172,8,0.2665134386461963,47.294979095458984
173,11,0.2649187481651761,47.62248206138611
174,11,0.26333359955845365,47.94912099838257
175,12,0.26162705676409614,48.305948972702026
176,9,0.2603218608636904,48.57574009895325
177,8,0.25915275265522114,48.82392597198486
178,9,0.2578599004765206,49.09797811508179
179,10,0.2564452112844856,49.42642307281494
180,7,0.2554212237618318,49.65053915977478
181,11,0.2538929038532652,49.99600315093994
182,10,0.25249997867819207,50.28769493103027
183,11,0.2509891381198273,50.60987710952759
184,9,0.24973701229548734,50.87977409362793
185,8,0.24861544075299546,51.12224197387695
186,8,0.24749890620006865,51.36625814437866
187,12,0.2458949807014036,51.712064027786255
188,7,0.24491312032327348,51.92921304702759
189,12,0.24332595210230934,52.27046298980713
190,8,0.24223317269841077,52.52068901062012
191,14,0.2404227687675873,53.009194135665894
192,11,0.2389841925264726,53.43710494041443
193,11,0.23755422404581297,53.808387994766235
194,10,0.23625093728948202,54.10659909248352
195,9,0.2350723368854141,54.379409074783325
196,14,0.23331545165791032,54.78552603721619
197,8,0.23226762951653893,55.027743101119995
198,10,0.23099334644837125,55.31461501121521
199,7,0.23007098840005977,55.5271430015564
200,12,0.22858000514496757,55.878741979599
201,9,0.227439673218599,56.14553999900818
202,8,0.22641823925984803,56.3951621055603
203,10,0.22517604752949924,56.68885898590088
204,9,0.2240526971476995,56.95832705497742
205,7,0.22315805316059978,57.17501211166382
206,9,0.2220447700784513,57.45069098472595
207,8,0.22104756468630668,57.69310212135315
208,9,0.21994481033516405,57.965009927749634
