epoch,score,epsilon
1,11,0.9940164725309134
2,10,0.9885630291773887
3,17,0.9797036738060285
4,13,0.9728679918326804
5,16,0.9646316088645728
6,42,0.9441083142062507
7,12,0.9379899865663176
8,13,0.9314453533126285
9,13,0.9249463838986807
10,30,0.9107167220751963
11,15,0.9034582461535571
12,11,0.8980523789205246
13,17,0.8900041665839042
14,63,0.8619679953434173
15,22,0.8521096925306499
16,46,0.8323136797392108
17,23,0.8223831352025393
18,16,0.8154207697995194
19,30,0.8028760839668281
20,36,0.7881557787912421
21,45,0.770230643666021
22,28,0.7591401270808573
23,13,0.7538433821357534
24,43,0.7374358700713607
25,55,0.7170690401446995
26,26,0.7074512695173812
27,11,0.703218215413184
28,44,0.6875686112631343
29,33,0.6759758640550241
30,13,0.6712593807428935
31,53,0.6533734524684215
32,52,0.6362822417909691
33,15,0.6312110278564291
34,46,0.6165468811027011
35,53,0.6001187854818283
36,10,0.5968263714298979
37,49,0.5820870365469931
38,15,0.5774477621857544
39,16,0.5725590404338146
40,23,0.5657276940444539
41,18,0.560377397423028
42,8,0.5578607366516495
43,12,0.5542455002291646
44,12,0.550653692475399
45,10,0.547632657309173
46,8,0.5451732332993653
47,11,0.5419111742825077
48,39,0.5311779572997616
49,35,0.5216999424696379
50,28,0.5141880083340395
51,38,0.5042560107385993
52,41,0.4937744555262485
53,65,0.4777418827606419
54,26,0.4713341150420304
55,20,0.46640977369184183
56,56,0.45330149820159943
57,40,0.4441011431298837
58,31,0.4370503190341745
59,47,0.42668341995630865
60,48,0.41635414406584653
61,63,0.4032385020070898
62,66,0.3899505068253519
63,54,0.3793703664893159
64,140,0.35353953481839123
65,87,0.3383173342155206
66,244,0.29930217399916054
67,65,0.28958400443846194
68,67,0.2799012669248015
69,163,0.2578599004765206
70,72,0.24861544075299546
71,164,0.22892321830863213
72,69,0.22104756468630668
73,202,0.1997072451080055
74,133,0.18676212796218894
75,225,0.1668020040795752
76,400,0.1364908204623287
77,360,0.11394458377351079
78,307,0.09767774169533124
79,215,0.0876758684329282
80,386,0.07224754231290821
81,358,0.060373690362540214
82,494,0.04713385461168206
83,361,0.039328374636945884
84,265,0.03442947394323263
85,276,0.029975439459232263
86,345,0.0252123788280626
87,332,0.021344486406041925
88,424,0.01725738755139156
89,483,0.013547198801984371
90,499,0.010549909425578914
91,186,0.009995187929535779
92,499,0.009995187929535779
93,499,0.009995187929535779
94,483,0.009995187929535779
95,369,0.009995187929535779
96,330,0.009995187929535779
97,499,0.009995187929535779
98,499,0.009995187929535779
99,499,0.009995187929535779
100,499,0.009995187929535779
101,499,0.009995187929535779
102,499,0.009995187929535779
103,499,0.009995187929535779
104,499,0.009995187929535779
105,499,0.009995187929535779
106,499,0.009995187929535779
