epoch,score,time
181,36.0,7.081328868865967
182,116.0,7.16626501083374
183,85.0,7.223729848861694
184,29.0,7.252287864685059
185,93.0,7.319005012512207
186,62.0,7.361512899398804
187,62.0,7.407548904418945
188,75.0,7.462738037109375
189,31.0,7.488065958023071
190,13.0,7.506408929824829
191,37.0,7.540359973907471
192,64.0,7.601290941238403
193,99.0,7.667636871337891
194,18.0,7.686631917953491
195,21.0,7.708529949188232
196,73.0,7.757866859436035
197,68.0,7.806912899017334
198,182.0,7.924947023391724
199,72.0,7.988579034805298
200,60.0,8.042532920837402
201,38.0,8.099474906921387
202,51.0,8.15138292312622
203,150.0,8.251878023147583
204,102.0,8.332020044326782
205,27.0,8.361438989639282
206,33.0,8.399828910827637
207,77.0,8.468008995056152
208,20.0,8.492584943771362
209,44.0,8.538832902908325
210,90.0,8.621120929718018
211,47.0,8.672929048538208
212,82.0,8.746779918670654
213,33.0,8.780861854553223
214,26.0,8.809983015060425
215,26.0,8.837345838546753
216,71.0,8.895843029022217
217,82.0,8.959664821624756
218,50.0,9.000979900360107
219,118.0,9.088315963745117
220,72.0,9.155464887619019
221,49.0,9.198606014251709
222,27.0,9.226140022277832
223,81.0,9.289477825164795
224,14.0,9.308320045471191
225,50.0,9.35265588760376
226,96.0,9.423280000686646
227,107.0,9.5015230178833
228,124.0,9.58967900276184
229,78.0,9.649632930755615
230,70.0,9.717592000961304
231,54.0,9.761551856994629
232,95.0,9.834388971328735
233,87.0,9.901362895965576
234,142.0,10.001675844192505
235,98.0,10.075088024139404
236,120.0,10.163018941879272
237,106.0,10.24744200706482
238,86.0,10.317261934280396
239,114.0,10.401074886322021
240,128.0,10.492499828338623
241,44.0,10.52898383140564
242,29.0,10.558887004852295
243,81.0,10.62191390991211
244,36.0,10.653055906295776
245,95.0,10.717882871627808
246,127.0,10.822021007537842
247,35.0,10.858237981796265
248,165.0,10.97393798828125
249,223.0,11.118271827697754
250,36.0,11.151882886886597
251,29.0,11.181252002716064
252,96.0,11.246677875518799
253,158.0,11.372962951660156
254,42.0,11.416430950164795
255,64.0,11.478781938552856
256,56.0,11.530261039733887
257,79.0,11.60315203666687
258,59.0,11.660447835922241
259,70.0,11.724637985229492
260,154.0,11.85866403579712
261,49.0,11.90563702583313
262,156.0,12.01486587524414
263,50.0,12.057708978652954
264,131.0,12.152735948562622
265,62.0,12.204026937484741
266,69.0,12.25923204421997
267,119.0,12.3537118434906
268,168.0,12.469689846038818
269,46.0,12.50749397277832
270,129.0,12.601111888885498
271,51.0,12.644860982894897
272,61.0,12.694453001022339
273,125.0,12.78208303451538
274,124.0,12.894033908843994
275,105.0,12.982316017150879
276,55.0,13.036823987960815
277,33.0,13.07126784324646
278,90.0,13.152355909347534
279,158.0,13.277995824813843
280,118.0,13.369477033615112
281,108.0,13.445634841918945
282,74.0,13.496132850646973
283,118.0,13.576246976852417
284,21.0,13.59666895866394
285,162.0,13.708060026168823
286,78.0,13.77510690689087
287,92.0,13.852120876312256
288,144.0,13.974437952041626
289,17.0,13.994552850723267
290,103.0,14.075273990631104
291,80.0,14.146601915359497
292,138.0,14.258335828781128
293,153.0,14.368700981140137
294,163.0,14.483037948608398
295,132.0,14.56464695930481
296,114.0,14.637507915496826
297,126.0,14.73646593093872
298,119.0,14.835548877716064
299,98.0,14.920328855514526
300,142.0,15.013715028762817
301,107.0,15.096937894821167
302,103.0,15.183289051055908
303,106.0,15.270603895187378
304,110.0,15.362748861312866
305,98.0,15.456734895706177
306,63.0,15.51501989364624
307,122.0,15.609822034835815
308,98.0,15.69009804725647
309,111.0,15.772166967391968
310,135.0,15.864100933074951
311,154.0,16.002158880233765
312,129.0,16.11757493019104
313,160.0,16.24532389640808
314,125.0,16.333833932876587
315,167.0,16.44725489616394
316,60.0,16.514319896697998
317,105.0,16.590702056884766
318,53.0,16.627720832824707
319,60.0,16.676576852798462
320,251.0,16.85808801651001
321,103.0,16.944588899612427
322,128.0,17.06012487411499
323,94.0,17.141693830490112
324,159.0,17.270817041397095
325,122.0,17.362125873565674
326,72.0,17.419934034347534
327,159.0,17.53937292098999
328,152.0,17.644991874694824
329,114.0,17.728699922561646
330,187.0,17.852247953414917
331,35.0,17.88190484046936
332,139.0,17.986588954925537
333,155.0,18.11722993850708
334,41.0,18.159103870391846
335,106.0,18.24912405014038
336,115.0,18.343426942825317
337,136.0,18.451905965805054
338,168.0,18.573909044265747
339,37.0,18.615193843841553
340,115.0,18.70260500907898
341,114.0,18.786788940429688
342,122.0,18.874939918518066
343,159.0,18.984519004821777
344,141.0,19.086817026138306
345,170.0,19.20674204826355
346,81.0,19.266870975494385
347,152.0,19.384883880615234
348,82.0,19.457108974456787
349,171.0,19.59169101715088
350,154.0,19.725208044052124
351,134.0,19.826236963272095
352,177.0,19.946640014648438
353,63.0,19.9976749420166
354,168.0,20.11651301383972
355,75.0,20.18550682067871
356,108.0,20.265403032302856
357,169.0,20.386914014816284
358,103.0,20.464335918426514
359,99.0,20.544659852981567
360,69.0,20.604398012161255
361,95.0,20.693613052368164
362,185.0,20.822793006896973
363,209.0,20.96200203895569
364,263.0,21.133333921432495
365,148.0,21.247710943222046
366,201.0,21.383097887039185
367,86.0,21.448856830596924
368,102.0,21.524844884872437
369,72.0,21.578943014144897
370,63.0,21.62852382659912
371,25.0,21.652426958084106
372,267.0,21.861167907714844
373,75.0,21.929478883743286
374,154.0,22.052666902542114
375,140.0,22.164809942245483
376,94.0,22.24146604537964
377,79.0,22.310274839401245
378,122.0,22.39946985244751
379,204.0,22.53678584098816
380,132.0,22.630107879638672
381,77.0,22.691613912582397
382,162.0,22.81271982192993
383,312.0,23.01532483100891
384,109.0,23.096811056137085
385,249.0,23.262676000595093
386,81.0,23.335585832595825
387,190.0,23.46470284461975
388,82.0,23.527565002441406
389,259.0,23.6801860332489
390,61.0,23.730324029922485
391,127.0,23.83735704421997
392,180.0,23.98393201828003
393,215.0,24.150190830230713
394,66.0,24.213390827178955
395,90.0,24.292019844055176
396,75.0,24.371181964874268
397,111.0,24.459105014801025
398,197.0,24.59383797645569
399,51.0,24.63752293586731
400,347.0,24.868631839752197
401,165.0,24.984354972839355
402,120.0,25.070984840393066
403,149.0,25.175591945648193
404,142.0,25.275925874710083
405,193.0,25.417855978012085
406,227.0,25.56889796257019
407,157.0,25.677314043045044
408,152.0,25.785168886184692
409,178.0,25.93256187438965
410,88.0,26.009126901626587
411,500.0,26.360265016555786
412,81.0,26.434865951538086
413,43.0,26.471554040908813
414,50.0,26.517380952835083
415,97.0,26.592049837112427
416,173.0,26.70972490310669
417,192.0,26.85058093070984
418,166.0,27.003566026687622
419,136.0,27.118820905685425
420,96.0,27.210263967514038
421,172.0,27.343334913253784
422,141.0,27.455683946609497
423,197.0,27.608788013458252
424,125.0,27.71101999282837
425,106.0,27.800216913223267
426,153.0,27.9308078289032
427,72.0,28.008661031723022
428,148.0,28.137797832489014
429,180.0,28.28621792793274
430,76.0,28.348970890045166
431,38.0,28.385684967041016
432,59.0,28.4425950050354
433,289.0,28.655794858932495
434,118.0,28.758245944976807
435,178.0,28.921102046966553
436,200.0,29.065371990203857
437,102.0,29.140629053115845
438,195.0,29.29414987564087
439,147.0,29.418254852294922
440,221.0,29.610997915267944
441,217.0,29.795253038406372
442,165.0,29.919945001602173
443,162.0,30.04202103614807
444,80.0,30.11310601234436
445,103.0,30.204707860946655
446,144.0,30.329220056533813
447,179.0,30.483741998672485
448,138.0,30.605207920074463
449,114.0,30.70964288711548
450,105.0,30.80088996887207
451,54.0,30.849686861038208
452,111.0,30.939844846725464
453,54.0,30.988911867141724
454,149.0,31.103339910507202
455,90.0,31.17450499534607
456,90.0,31.262506008148193
457,144.0,31.391819953918457
458,144.0,31.507248878479004
459,116.0,31.598109006881714
460,64.0,31.653117895126343
461,52.0,31.7008159160614
462,137.0,31.823325872421265
463,206.0,31.977946043014526
464,97.0,32.05292797088623
465,64.0,32.10164403915405
466,91.0,32.17055583000183
467,195.0,32.3072988986969
468,56.0,32.36868095397949
469,179.0,32.522167921066284
470,48.0,32.57009792327881
471,90.0,32.65615892410278
472,135.0,32.7723970413208
473,62.0,32.82828092575073
474,150.0,32.952986001968384
475,170.0,33.07150983810425
476,123.0,33.17684292793274
477,120.0,33.269639015197754
478,80.0,33.33037185668945
479,208.0,33.47865295410156
480,72.0,33.52956485748291
481,109.0,33.620851039886475
482,210.0,33.789713859558105
483,56.0,33.84648585319519
484,228.0,34.04585289955139
485,82.0,34.119462966918945
486,167.0,34.24584484100342
487,93.0,34.31436085700989
488,115.0,34.39587092399597
489,98.0,34.48143291473389
490,223.0,34.656070947647095
491,199.0,34.811058044433594
492,146.0,34.920862913131714
493,203.0,35.08167886734009
494,86.0,35.148382902145386
495,61.0,35.20153999328613
496,76.0,35.26198887825012
497,237.0,35.41879987716675
498,110.0,35.50431704521179
499,212.0,35.65298295021057
500,321.0,35.86116290092468
501,177.0,35.98298096656799
502,52.0,36.02783393859863
503,211.0,36.171923875808716
504,126.0,36.26321792602539
505,83.0,36.32841396331787
506,137.0,36.42573595046997
507,264.0,36.60333490371704
508,124.0,36.69460487365723
509,266.0,36.87079191207886
510,242.0,37.03053689002991
511,201.0,37.16515493392944
512,176.0,37.28673195838928
513,250.0,37.45099186897278
514,193.0,37.58208990097046
515,174.0,37.707839012145996
516,189.0,37.841171979904175
517,85.0,37.905637979507446
518,67.0,37.95925784111023
519,119.0,38.04554295539856
520,166.0,38.16068482398987
521,188.0,38.289926052093506
522,186.0,38.41603493690491
523,204.0,38.55599784851074
524,242.0,38.71731400489807
525,153.0,38.82695698738098
526,227.0,39.00877285003662
527,186.0,39.143028020858765
528,113.0,39.23756289482117
529,266.0,39.43395495414734
530,285.0,39.61905097961426
531,122.0,39.709107875823975
532,222.0,39.86412000656128
533,132.0,39.971094846725464
534,218.0,40.138213872909546
535,242.0,40.31747603416443
536,119.0,40.40294098854065
537,186.0,40.52995705604553
538,198.0,40.66375684738159
539,186.0,40.79224991798401
540,193.0,40.921923875808716
541,156.0,41.030181884765625
542,131.0,41.12411403656006
543,177.0,41.24512791633606
544,219.0,41.399011850357056
545,131.0,41.49567699432373
546,152.0,41.60235595703125
547,182.0,41.72582793235779
548,154.0,41.833261013031006
549,252.0,41.99942088127136
550,171.0,42.11743497848511
551,168.0,42.23380494117737
552,135.0,42.32946801185608
553,226.0,42.481483936309814
554,130.0,42.57391905784607
555,178.0,42.69666600227356
556,193.0,42.827975034713745
557,312.0,43.02846002578735
558,181.0,43.141058921813965
559,160.0,43.25808382034302
560,219.0,43.424460887908936
561,207.0,43.59153985977173
562,223.0,43.75078988075256
563,193.0,43.88083505630493
564,191.0,44.00941801071167
565,149.0,44.1195809841156
566,137.0,44.227603912353516
567,166.0,44.357553005218506
568,157.0,44.48018789291382
569,111.0,44.56930899620056
570,185.0,44.69656586647034
571,172.0,44.814985036849976
572,207.0,44.953728914260864
573,286.0,45.141265869140625
574,244.0,45.303762912750244
575,189.0,45.43185901641846
576,280.0,45.62459182739258
577,135.0,45.728713035583496
578,322.0,45.93726301193237
579,181.0,46.079670906066895
580,165.0,46.2104389667511
581,143.0,46.32579183578491
582,119.0,46.42414903640747
583,175.0,46.553465843200684
584,155.0,46.662269830703735
585,131.0,46.757351875305176
586,154.0,46.86647891998291
587,180.0,46.98962998390198
588,283.0,47.17425990104675
589,132.0,47.25960087776184
590,139.0,47.36235785484314
591,170.0,47.49875092506409
592,139.0,47.6138219833374
593,111.0,47.71023201942444
594,221.0,47.869848012924194
595,145.0,47.97167086601257
596,156.0,48.081804037094116
597,160.0,48.19386386871338
598,153.0,48.302284955978394
599,141.0,48.4015429019928
600,171.0,48.51915502548218
601,153.0,48.625118017196655
602,175.0,48.74682688713074
603,128.0,48.841896057128906
604,148.0,48.94967484474182
605,184.0,49.075278997421265
606,164.0,49.18890595436096
607,304.0,49.38909888267517
608,165.0,49.495293855667114
609,199.0,49.637670040130615
610,182.0,49.7858350276947
611,179.0,49.92650485038757
612,106.0,50.01667499542236
613,157.0,50.13169503211975
614,194.0,50.263705015182495
615,113.0,50.34635901451111
616,120.0,50.4332799911499
617,184.0,50.55799984931946
618,158.0,50.66639184951782
619,180.0,50.79166603088379
620,120.0,50.88221287727356
621,139.0,50.989327907562256
622,160.0,51.11018705368042
623,158.0,51.223098039627075
624,191.0,51.35472798347473
625,179.0,51.485522985458374
626,112.0,51.5755660533905
627,123.0,51.67403483390808
628,354.0,51.97102499008179
629,153.0,52.09317398071289
630,187.0,52.241482973098755
631,117.0,52.3411910533905
632,155.0,52.46627402305603
633,177.0,52.59944200515747
634,121.0,52.688539028167725
635,124.0,52.77856397628784
636,172.0,52.892946004867554
637,144.0,53.00188899040222
638,131.0,53.1096408367157
639,117.0,53.22942399978638
640,155.0,53.37432503700256
641,225.0,53.536003828048706
642,151.0,53.63579988479614
643,118.0,53.731159925460815
644,136.0,53.904577016830444
645,215.0,54.12006402015686
646,170.0,54.24576187133789
647,141.0,54.360995054244995
648,170.0,54.510151863098145
649,105.0,54.62745785713196
650,123.0,54.76880097389221
651,128.0,54.869905948638916
652,194.0,55.008052825927734
653,180.0,55.12547993659973
654,174.0,55.25212097167969
655,126.0,55.42300796508789
656,155.0,55.578933000564575
657,142.0,55.6911039352417
658,172.0,55.83100605010986
659,169.0,56.02294898033142
660,148.0,56.145474910736084
661,264.0,56.36005902290344
662,150.0,56.49419593811035
663,131.0,56.599225997924805
664,107.0,56.681828022003174
665,162.0,56.793212890625
666,154.0,56.959157943725586
667,169.0,57.10147500038147
668,103.0,57.20367693901062
669,155.0,57.3600869178772
670,146.0,57.512308835983276
671,167.0,57.64958882331848
672,132.0,57.755982875823975
673,137.0,57.86762285232544
674,162.0,58.02016091346741
675,129.0,58.1689989566803
676,137.0,58.32428693771362
677,137.0,58.44940185546875
678,135.0,58.56654500961304
679,218.0,58.74653482437134
680,123.0,58.86035203933716
681,142.0,58.9990930557251
682,160.0,59.17494988441467
683,134.0,59.3235650062561
684,129.0,59.49697184562683
685,133.0,59.72186994552612
686,132.0,59.93389582633972
687,63.0,60.03966689109802
688,169.0,60.21680498123169
689,224.0,60.406501054763794
690,134.0,60.54708695411682
691,222.0,60.81264400482178
692,184.0,60.973670959472656
693,147.0,61.11019682884216
694,165.0,61.25078892707825
695,152.0,61.36143398284912
696,148.0,61.47331094741821
697,140.0,61.59680986404419
698,204.0,61.767650842666626
699,173.0,61.911319971084595
700,141.0,62.02997803688049
701,248.0,62.22725701332092
702,167.0,62.3673038482666
703,217.0,62.55376887321472
704,220.0,62.77410697937012
705,268.0,63.016424894332886
706,170.0,63.166548013687134
707,151.0,63.276906967163086
708,188.0,63.4084529876709
709,199.0,63.5638530254364
710,149.0,63.69166803359985
711,133.0,63.809311866760254
712,157.0,63.939666986465454
713,202.0,64.11576700210571
714,187.0,64.26776099205017
715,119.0,64.35970187187195
716,133.0,64.46091485023499
717,181.0,64.63196992874146
718,129.0,64.74512982368469
719,200.0,64.91133189201355
720,124.0,65.01654005050659
721,124.0,65.11207699775696
722,164.0,65.22962784767151
723,137.0,65.36089396476746
724,144.0,65.46400785446167
725,155.0,65.5743248462677
726,128.0,65.68378591537476
727,126.0,65.78922295570374
728,167.0,65.93970799446106
729,115.0,66.05292892456055
730,150.0,66.17832899093628
731,145.0,66.30964183807373
732,153.0,66.46633982658386
733,137.0,66.5776629447937
734,115.0,66.65237283706665
735,103.0,66.72386598587036
736,139.0,66.81739902496338
737,144.0,66.96726202964783
738,109.0,67.08099484443665
739,141.0,67.2548279762268
740,113.0,67.4341299533844
741,99.0,67.59648990631104
742,211.0,67.78571796417236
743,169.0,67.93044996261597
744,148.0,68.0341489315033
745,149.0,68.14634394645691
746,156.0,68.33670401573181
747,155.0,68.50204682350159
748,119.0,68.60275483131409
749,130.0,68.70842289924622
750,179.0,68.84091305732727
751,159.0,68.9437038898468
752,112.0,69.03837895393372
753,180.0,69.18198704719543
754,165.0,69.31373000144958
755,185.0,69.45698189735413
756,489.0,69.90064597129822
757,186.0,70.08190703392029
758,261.0,70.26310586929321
759,250.0,70.46168899536133
760,246.0,70.66422891616821
761,145.0,70.78562188148499
762,236.0,71.032949924469
763,220.0,71.23891186714172
764,167.0,71.39500188827515
765,213.0,71.62609195709229
766,160.0,71.80917382240295
767,142.0,72.00652194023132
768,166.0,72.19032502174377
769,273.0,72.4013078212738
770,279.0,72.61094498634338
771,178.0,72.74753403663635
772,158.0,72.89523696899414
773,94.0,72.99491095542908
774,246.0,73.20537400245667
775,192.0,73.42052984237671
776,241.0,73.64143085479736
777,161.0,73.78434491157532
778,206.0,73.94670104980469
779,291.0,74.15286087989807
780,297.0,74.35891795158386
781,193.0,74.57234501838684
782,137.0,74.72673988342285
783,301.0,75.00677990913391
784,214.0,75.19411993026733
785,337.0,75.42343282699585
786,160.0,75.52900290489197
787,207.0,75.68380689620972
788,265.0,75.9382438659668
789,261.0,76.13795304298401
790,490.0,76.47553992271423
791,262.0,76.68800091743469
792,261.0,76.8955888748169
793,260.0,77.11644196510315
794,280.0,77.32213282585144
795,214.0,77.46625089645386
796,189.0,77.5949809551239
797,318.0,77.80400800704956
798,277.0,77.99166297912598
799,324.0,78.19840598106384
800,303.0,78.42444086074829
801,230.0,78.60621786117554
802,301.0,78.8145740032196
803,322.0,79.02194094657898
804,253.0,79.18006300926208
805,500.0,79.54138398170471
806,171.0,79.68518686294556
807,358.0,79.96536183357239
808,181.0,80.12059783935547
809,212.0,80.30476903915405
810,200.0,80.52893805503845
811,307.0,80.80002784729004
812,162.0,80.92662692070007
813,178.0,81.07371783256531
814,200.0,81.23135495185852
815,223.0,81.38647103309631
816,152.0,81.49648690223694
817,183.0,81.61987590789795
818,147.0,81.72491788864136
819,289.0,81.91228604316711
820,374.0,82.1495430469513
821,497.0,82.46059703826904
822,204.0,82.59449005126953
823,196.0,82.73404884338379
824,248.0,82.90140795707703
825,178.0,83.02069187164307
826,165.0,83.12718200683594
827,280.0,83.32113003730774
828,500.0,83.69508695602417
829,160.0,83.80969095230103
830,228.0,83.95925903320312
831,274.0,84.13692283630371
832,175.0,84.25500798225403
833,255.0,84.43277597427368
834,324.0,84.67156386375427
835,324.0,84.91586303710938
836,241.0,85.0744879245758
837,269.0,85.24936103820801
838,485.0,85.55267882347107
839,275.0,85.73202300071716
840,228.0,85.88313484191895
841,500.0,86.19624090194702
842,420.0,86.4622859954834
843,357.0,86.69323396682739
844,317.0,86.88570404052734
845,467.0,87.21623587608337
846,415.0,87.54349493980408
847,399.0,87.85498404502869
848,500.0,88.2384078502655
849,282.0,88.58216190338135
850,500.0,89.17775797843933
851,95.0,89.27998089790344
852,435.0,89.66494584083557
853,351.0,89.98819899559021
854,31.0,90.02027988433838
855,223.0,90.22099304199219
856,477.0,90.65953397750854
857,500.0,91.05880784988403
858,474.0,91.40004301071167
859,500.0,91.74574089050293
860,500.0,92.18512296676636
861,500.0,92.66594195365906
862,439.0,93.01257586479187
863,449.0,93.35851883888245
864,500.0,93.73081493377686
865,500.0,94.05650401115417
866,345.0,94.31431984901428
867,500.0,94.66082096099854
868,400.0,94.91223096847534
869,500.0,95.22210383415222
870,500.0,95.53016901016235
871,500.0,95.8257908821106
872,500.0,96.18948602676392
873,500.0,96.52231001853943
874,465.0,96.81284999847412
875,500.0,97.14092493057251
876,442.0,97.43281102180481
877,451.0,97.8643970489502
878,303.0,98.07062888145447
879,359.0,98.38310694694519
880,352.0,98.65760684013367
881,316.0,98.93954586982727
882,344.0,99.20362091064453
883,500.0,99.51852798461914
884,317.0,99.72393083572388
885,388.0,99.97984194755554
886,228.0,100.15371894836426
887,288.0,100.40613102912903
888,213.0,100.57184290885925
889,402.0,100.8786690235138
890,279.0,101.10852384567261
891,282.0,101.34509086608887
892,374.0,101.65244603157043
893,300.0,101.85870790481567
894,457.0,102.20136189460754
895,308.0,102.46263599395752
896,234.0,102.72725892066956
897,296.0,103.07082605361938
898,449.0,103.58045291900635
899,194.0,103.76375102996826
900,345.0,104.03027987480164
901,500.0,104.3665759563446
902,500.0,104.73101282119751
903,500.0,105.10183882713318
904,500.0,105.42868089675903
905,468.0,105.76955604553223
906,449.0,106.11283493041992
907,500.0,106.56640791893005
908,332.0,106.79282903671265
909,496.0,107.11037993431091
910,500.0,107.44930696487427
911,382.0,107.7543580532074
912,354.0,108.1110520362854
913,368.0,108.45700287818909
914,300.0,108.77306485176086
915,396.0,109.18658399581909
916,301.0,109.43815898895264
917,298.0,109.68986392021179
918,471.0,110.0316150188446
919,500.0,110.36052393913269
920,500.0,110.89692187309265
921,500.0,111.3830099105835
922,500.0,111.76971888542175
923,500.0,112.16305899620056
924,277.0,112.36731195449829
925,500.0,112.79854083061218
926,500.0,113.23664784431458
927,500.0,113.62652397155762
928,500.0,114.01288604736328
929,500.0,114.37432098388672
930,280.0,114.66059303283691
931,500.0,115.01404285430908
932,313.0,115.25717091560364
933,500.0,115.759850025177
934,500.0,116.15251088142395
935,500.0,116.48513889312744
936,500.0,116.8390109539032
937,500.0,117.19423389434814
938,396.0,117.50100183486938
939,500.0,117.89704084396362
940,288.0,118.20757794380188
941,500.0,118.63997197151184
942,500.0,119.0982608795166
943,422.0,119.40489482879639
944,500.0,119.79630088806152
945,500.0,120.26408505439758
946,500.0,120.75404787063599
947,500.0,121.1367290019989
948,279.0,121.36107587814331
949,500.0,121.72003102302551
950,460.0,122.07789182662964
951,429.0,122.40166997909546
952,378.0,122.65422701835632
953,417.0,122.97186303138733
954,341.0,123.235759973526
955,211.0,123.3812940120697
956,459.0,123.6832869052887
957,242.0,123.82897186279297
958,405.0,124.05768299102783
959,321.0,124.27818202972412
960,331.0,124.51061701774597
961,346.0,124.7589819431305
962,369.0,124.99768996238708
963,230.0,125.14907193183899
964,276.0,125.33032202720642
965,252.0,125.49591088294983
966,275.0,125.6717848777771
967,269.0,125.84552192687988
968,217.0,125.99012994766235
969,214.0,126.12936592102051
970,254.0,126.32338285446167
971,170.0,126.43356800079346
972,258.0,126.58087086677551
973,197.0,126.69325494766235
974,219.0,126.8251519203186
975,166.0,126.94488000869751
976,172.0,127.07772088050842
977,232.0,127.25327491760254
978,164.0,127.3783929347992
979,144.0,127.47714805603027
980,175.0,127.59574294090271
981,171.0,127.71603584289551
982,166.0,127.83439803123474
983,203.0,127.9642219543457
984,253.0,128.1477918624878
985,148.0,128.26588988304138
986,128.0,128.3691189289093
987,164.0,128.4947099685669
988,219.0,128.63738083839417
989,194.0,128.7662069797516
990,179.0,128.88641905784607
991,140.0,128.98357701301575
992,152.0,129.08856582641602
