epoch,score,epsilon
1,12,0.993519464294648
2,17,0.9846156900862658
3,21,0.973841589962245
4,12,0.9675305747671379
5,19,0.9579010891411742
6,10,0.952645784553907
7,14,0.9455258940210524
8,22,0.9347119419591103
9,17,0.926335192051155
10,20,0.9166571514748953
11,15,0.9093513299157857
12,15,0.9021037362650792
13,11,0.8967059737791716
14,46,0.8758739106273327
15,17,0.8680244584369068
16,21,0.8585261511080049
17,26,0.847011070778718
18,14,0.8406806736869129
19,12,0.8352326125642855
20,17,0.8277473816644271
21,10,0.8232061355365418
22,19,0.8150130594146197
23,10,0.8105416772245603
24,32,0.7972741803292892
25,9,0.7932967668135174
26,11,0.7885500538181511
27,10,0.7842238548377993
28,14,0.7783627172668048
29,28,0.7671551073176169
30,10,0.7629462868033335
31,16,0.7564871188021638
32,24,0.747087549457845
33,25,0.7374358700713607
34,21,0.7293665208022085
35,25,0.7199437806974822
36,42,0.7046264116491338
37,15,0.6990104899044971
38,20,0.6917074618617562
39,10,0.6879125675469077
40,9,0.6844807334158933
41,25,0.6756378761229966
42,26,0.6665758057282575
43,17,0.660602052137845
44,11,0.6566493216127431
45,8,0.6537003026197313
46,16,0.6481660203903393
47,24,0.6401123717506414
48,11,0.6362822417909691
49,11,0.6324750295191209
50,19,0.6261802318513562
51,37,0.6143922011939235
52,12,0.6104106105969964
53,50,0.5950381289229948
54,172,0.5457188156853466
55,16,0.5410987138867258
56,121,0.5090704790647583
57,42,0.4982396050319275
58,62,0.482785868201542
59,47,0.4713341150420304
60,55,0.4583166010461821
61,46,0.44766909711990455
62,109,0.42370632367699096
63,87,0.4054629816444537
64,102,0.3851052599749349
65,98,0.36650212533935916
66,151,0.33967365349013673
67,220,0.30413074153114394
68,194,0.2758709811025408
69,356,0.23076241085025953
70,173,0.21153001419747813
71,148,0.19634008207839593
72,162,0.1809693873886541
73,158,0.1671360255101147
74,141,0.1556780743325372
75,160,0.143634247031157
76,124,0.13492977893114677
77,138,0.1258684238591214
78,136,0.11753309759047491
79,15,0.11659635058871544
80,147,0.10827772657248949
81,126,0.10161423040836495
82,134,0.09498003463568333
83,160,0.08763203049871174
84,176,0.08020809490008239
85,146,0.07452287032978791
86,144,0.0693099123640835
87,138,0.06465533032209828
88,178,0.059118752086283574
89,163,0.05446333164815849
90,163,0.05017451129360894
91,189,0.04562625857271783
92,172,0.04184455849497197
93,199,0.03786157540058927
94,166,0.034827798458012704
95,224,0.031121152721103055
96,107,0.02948478109935427
97,187,0.026838857052311645
98,145,0.02494896831811346
99,140,0.023250225722712105
100,178,0.021259257722504542
101,110,0.02011123428143578
102,163,0.018527536253218423
103,124,0.017404737536190026
104,180,0.015898421201795115
105,175,0.014558831733644159
106,140,0.013567539937932256
107,131,0.012700783253873416
108,136,0.011859705173743582
109,135,0.011079865349985358
110,123,0.01041361436430259
111,181,0.009995187929535779
112,128,0.009995187929535779
113,164,0.009995187929535779
114,122,0.009995187929535779
115,122,0.009995187929535779
116,120,0.009995187929535779
117,113,0.009995187929535779
118,162,0.009995187929535779
119,132,0.009995187929535779
120,132,0.009995187929535779
121,137,0.009995187929535779
122,160,0.009995187929535779
123,126,0.009995187929535779
124,224,0.009995187929535779
125,184,0.009995187929535779
126,172,0.009995187929535779
127,174,0.009995187929535779
128,173,0.009995187929535779
129,148,0.009995187929535779
130,155,0.009995187929535779
131,147,0.009995187929535779
132,188,0.009995187929535779
133,238,0.009995187929535779
134,169,0.009995187929535779
135,126,0.009995187929535779
136,167,0.009995187929535779
137,175,0.009995187929535779
