epoch,score,epsilon
1,12,0.993519464294648
2,12,0.9870809259323243
3,9,0.9821566111698136
4,17,0.973354669167264
5,30,0.9583802792808146
6,11,0.952645784553907
7,26,0.9398683138614449
8,10,0.9347119419591103
9,32,0.9194119418031909
10,19,0.9102613637141588
11,18,0.9016526843969468
12,20,0.8922325184136538
13,33,0.8771890363998035
14,14,0.8706330950236377
15,35,0.8550980501807026
16,17,0.8474347881728043
17,14,0.8411012242990624
18,17,0.833563399770512
19,23,0.8236179445087961
20,35,0.808921809277407
21,31,0.7960788669147714
22,23,0.7865806490732993
23,43,0.769460605580016
24,63,0.7452216973694482
25,29,0.7341240378415982
26,109,0.6948279414369737
27,26,0.6855084820933602
28,46,0.6695829096006238
29,41,0.6556648400352342
30,85,0.6280620643813251
31,53,0.6113271428923936
32,26,0.6031276475726596
33,11,0.5995188167260429
34,9,0.596527958244183
35,17,0.5911819630824635
36,9,0.5882326952041615
37,13,0.5841284219037255
38,25,0.5765820235561167
39,13,0.5725590404338146
40,9,0.5697026779399755
41,10,0.5665771348847519
42,28,0.5584190160629583
43,13,0.5545227616099696
44,9,0.5517563778724205
45,11,0.5484549284291772
46,20,0.5427248545885902
47,12,0.5392077067902467
48,11,0.535981342665124
49,14,0.5319755216671178
50,11,0.5287924315203409
51,10,0.5258913331474677
52,17,0.521178372952154
53,10,0.5183190473649834
54,10,0.5154754088117299
55,9,0.5129038231406511
56,7,0.5108557945867671
57,9,0.5083072550853868
58,9,0.5057714296486383
59,10,0.5029966307216174
60,8,0.5007376675755414
61,13,0.49724387293218264
62,9,0.4947632401089568
63,9,0.4922949825799048
64,9,0.48983903860759226
65,8,0.4876391663457515
66,21,0.48230320302980756
67,14,0.47869856207627054
68,10,0.4760722922267883
69,12,0.4729870887386839
70,12,0.4699218790219424
71,13,0.4666430952394615
72,10,0.4640829649433082
73,16,0.46015399918398925
74,12,0.45717195476231687
75,18,0.4528483100287724
76,12,0.44991361038652267
77,87,0.4305418724144636
78,63,0.4169793003339946
79,64,0.40364204313971874
80,60,0.3915138242645245
81,44,0.3828009720733851
82,94,0.36503867978896715
83,74,0.3515999212610278
84,56,0.3417183345314964
85,56,0.33211446616988455
86,151,0.30780321941215266
87,131,0.2881393378963581
88,123,0.2708130336658032
89,131,0.25351225488542656
90,60,0.2458949807014036
91,137,0.22949638581901383
92,95,0.21873813358763436
93,35,0.21483510401804096
94,77,0.20661579845326983
95,61,0.20030741670589125
96,109,0.18958538725078933
97,106,0.17970671050770023
98,149,0.16671860307753544
99,437,0.13392133983322763
100,318,0.11417275808762814
101,499,0.08891227436011158
102,180,0.08121724242306835
103,248,0.07170757814062506
104,233,0.06378813329913666
105,421,0.051651250536489814
106,420,0.04184455849497197
107,301,0.03597858865303737
108,499,0.028018401228016732
109,333,0.02370817006259848
110,399,0.019409637099703603
111,412,0.015787493220080388
112,499,0.012294543393309638
113,488,0.009995187929535779
114,499,0.009995187929535779
115,426,0.009995187929535779
116,380,0.009995187929535779
117,471,0.009995187929535779
118,272,0.009995187929535779
119,499,0.009995187929535779
120,452,0.009995187929535779
121,272,0.009995187929535779
122,414,0.009995187929535779
123,275,0.009995187929535779
124,338,0.009995187929535779
125,290,0.009995187929535779
126,317,0.009995187929535779
127,289,0.009995187929535779
128,277,0.009995187929535779
129,291,0.009995187929535779
130,246,0.009995187929535779
131,291,0.009995187929535779
132,272,0.009995187929535779
133,355,0.009995187929535779
134,232,0.009995187929535779
135,201,0.009995187929535779
136,298,0.009995187929535779
137,309,0.009995187929535779
138,279,0.009995187929535779
139,241,0.009995187929535779
140,302,0.009995187929535779
141,232,0.009995187929535779
142,234,0.009995187929535779
143,246,0.009995187929535779
144,254,0.009995187929535779
145,283,0.009995187929535779
146,254,0.009995187929535779
147,230,0.009995187929535779
148,249,0.009995187929535779
149,220,0.009995187929535779
150,216,0.009995187929535779
151,290,0.009995187929535779
152,261,0.009995187929535779
153,243,0.009995187929535779
154,276,0.009995187929535779
155,220,0.009995187929535779
156,217,0.009995187929535779
157,342,0.009995187929535779
158,238,0.009995187929535779
159,219,0.009995187929535779
160,324,0.009995187929535779
161,285,0.009995187929535779
162,268,0.009995187929535779
163,199,0.009995187929535779
164,222,0.009995187929535779
165,263,0.009995187929535779
166,185,0.009995187929535779
167,213,0.009995187929535779
168,210,0.009995187929535779
169,197,0.009995187929535779
170,206,0.009995187929535779
171,279,0.009995187929535779
172,249,0.009995187929535779
173,278,0.009995187929535779
174,386,0.009995187929535779
175,268,0.009995187929535779
176,350,0.009995187929535779
177,290,0.009995187929535779
178,420,0.009995187929535779
179,195,0.009995187929535779
180,227,0.009995187929535779
181,209,0.009995187929535779
182,240,0.009995187929535779
183,374,0.009995187929535779
184,369,0.009995187929535779
185,233,0.009995187929535779
186,499,0.009995187929535779
187,388,0.009995187929535779
188,499,0.009995187929535779
189,366,0.009995187929535779
190,297,0.009995187929535779
191,299,0.009995187929535779
192,322,0.009995187929535779
193,333,0.009995187929535779
194,291,0.009995187929535779
195,284,0.009995187929535779
196,320,0.009995187929535779
197,301,0.009995187929535779
198,351,0.009995187929535779
199,297,0.009995187929535779
200,324,0.009995187929535779
201,302,0.009995187929535779
202,301,0.009995187929535779
203,310,0.009995187929535779
204,329,0.009995187929535779
205,325,0.009995187929535779
206,418,0.009995187929535779
207,366,0.009995187929535779
208,499,0.009995187929535779
209,499,0.009995187929535779
210,343,0.009995187929535779
211,499,0.009995187929535779
212,499,0.009995187929535779
213,447,0.009995187929535779
214,396,0.009995187929535779
215,499,0.009995187929535779
216,318,0.009995187929535779
217,376,0.009995187929535779
218,499,0.009995187929535779
219,499,0.009995187929535779
220,499,0.009995187929535779
221,273,0.009995187929535779
222,324,0.009995187929535779
223,345,0.009995187929535779
224,499,0.009995187929535779
225,499,0.009995187929535779
226,499,0.009995187929535779
227,499,0.009995187929535779
228,499,0.009995187929535779
229,499,0.009995187929535779
230,499,0.009995187929535779
231,446,0.009995187929535779
232,499,0.009995187929535779
233,499,0.009995187929535779
